ID Produto,Qualidade,Temperatura ar [K],Temperatura processo [K],Velocidade rotação [rpm],Torque [Nm],Desgaste [min],Falha,Tipo falha
B48282,Baixa,296.8,307.5,1347.0,54.8,43.0,0.0,Sem falha
M17683,Média,300.3,309.5,1320.0,62.2,142.0,0.0,Sem falha
B57075,Baixa,298.8,309.4,1387.0,54.1,171.0,0.0,Sem falha
B55827,Baixa,297.5,308.5,1530.0,38.5,93.0,0.0,Sem falha
B50014,Baixa,300.3,309.1,1368.0,46.0,171.0,0.0,Sem falha
B50465,Baixa,301.2,309.9,1687.0,29.7,30.0,0.0,Sem falha
B55977,Baixa,297.2,308.3,1569.0,31.2,63.0,0.0,Sem falha
M21888,Média,300.6,310.6,1403.0,50.4,64.0,0.0,Sem falha
A29434,Alta,298.9,309.3,1375.0,42.7,58.0,0.0,Sem falha
M24395,Média,299.3,310.6,1609.0,31.4,99.0,0.0,Sem falha
B55454,Baixa,298.9,310.5,1640.0,29.2,195.0,0.0,Sem falha
M15218,Média,297.6,308.3,1467.0,36.7,68.0,0.0,Sem falha
B50721,Baixa,301.8,310.8,1546.0,43.4,29.0,0.0,Sem falha
B51071,Baixa,302.2,311.1,1418.0,47.0,61.0,0.0,Sem falha
B52201,Baixa,304.0,313.0,1350.0,61.1,88.0,0.0,Sem falha
B54531,Baixa,299.7,310.2,1458.0,43.4,28.0,0.0,Sem falha
B50594,Baixa,301.3,310.3,1555.0,41.2,131.0,0.0,Sem falha
A30570,Alta,297.0,307.8,1404.0,40.7,184.0,0.0,Sem falha
B49660,Baixa,299.0,308.6,1734.0,32.4,161.0,0.0,Sem falha
B56541,Baixa,298.0,308.6,1610.0,33.1,56.0,0.0,Sem falha
M22058,Média,300.0,309.9,1530.0,34.5,71.0,0.0,Sem falha
B49418,Baixa,299.3,308.6,1474.0,49.6,191.0,0.0,Sem falha
B49729,Baixa,299.4,309.2,1489.0,42.3,114.0,0.0,Sem falha
M21329,Média,300.4,309.6,1521.0,35.0,119.0,0.0,Sem falha
B51465,Baixa,301.7,309.9,1317.0,49.0,187.0,1.0,Superaquecimento
B50220,Baixa,300.3,309.5,1474.0,38.7,35.0,0.0,Sem falha
A30489,Alta,296.9,307.8,1345.0,54.5,172.0,0.0,Sem falha
B51605,Baixa,302.5,310.2,1547.0,36.9,103.0,0.0,Sem falha
M23676,Média,297.2,308.5,1425.0,45.8,109.0,0.0,Sem falha
M16221,Média,298.6,310.1,1458.0,41.9,61.0,0.0,Sem falha
M23426,Média,297.9,308.7,1751.0,26.6,111.0,0.0,Sem falha
B51308,Baixa,301.9,310.4,1708.0,24.8,17.0,0.0,Sem falha
B47892,Baixa,297.5,308.7,1453.0,37.6,112.0,0.0,Sem falha
B57148,Baixa,298.4,308.0,1605.0,32.4,154.0,0.0,Sem falha
A32628,Alta,300.4,309.3,1396.0,51.2,54.0,0.0,Sem falha
M23529,Média,297.5,308.8,1471.0,52.3,152.0,0.0,Sem falha
B50177,Baixa,300.5,309.8,1345.0,62.7,153.0,0.0,Sem falha
B49105,Baixa,297.9,307.7,1537.0,37.7,15.0,0.0,Sem falha
B56911,Baixa,298.8,310.0,1389.0,49.6,149.0,0.0,Sem falha
B49460,Baixa,299.4,308.8,1390.0,57.0,92.0,0.0,Sem falha
B50377,Baixa,300.0,309.1,1465.0,40.6,9.0,0.0,Sem falha
M20244,Média,302.9,312.4,1421.0,46.0,206.0,0.0,Sem falha
B56357,Baixa,297.9,309.1,1504.0,43.0,4.0,0.0,Sem falha
M17011,Média,299.3,308.7,1289.0,51.5,185.0,0.0,Sem falha
M20509,Média,302.5,311.9,1414.0,51.6,205.0,0.0,Sem falha
B54631,Baixa,300.3,311.8,1508.0,43.1,57.0,0.0,Sem falha
B49964,Baixa,300.2,309.6,1430.0,52.7,47.0,0.0,Sem falha
M16816,Média,297.9,307.7,1364.0,46.8,89.0,0.0,Sem falha
A33894,Alta,302.7,310.4,1305.0,55.2,20.0,1.0,Superaquecimento
B53112,Baixa,300.5,310.5,1515.0,36.6,54.0,0.0,Sem falha
B54450,Baixa,300.2,310.4,1808.0,25.8,35.0,0.0,Sem falha
M20033,Média,304.2,313.5,1739.0,28.1,80.0,0.0,Sem falha
B49533,Baixa,299.2,308.4,1841.0,22.8,40.0,0.0,Sem falha
B48050,Baixa,295.8,306.4,1325.0,56.2,65.0,0.0,Sem falha
B50607,Baixa,301.6,310.6,1562.0,34.4,162.0,0.0,Sem falha
M19670,Média,303.4,312.1,1499.0,39.4,197.0,0.0,Sem falha
M18936,Média,302.0,310.6,1539.0,37.4,96.0,0.0,Sem falha
B52957,Baixa,301.6,311.1,1408.0,44.4,106.0,0.0,Sem falha
B48789,Baixa,297.7,307.7,1581.0,34.9,31.0,0.0,Sem falha
A36528,Alta,300.9,310.4,1457.0,43.8,69.0,0.0,Sem falha
B53662,Baixa,300.6,309.9,1480.0,43.7,153.0,0.0,Sem falha
B54965,Baixa,300.2,311.5,1383.0,42.1,60.0,0.0,Sem falha
A29522,Alta,298.9,308.8,1621.0,32.7,75.0,0.0,Sem falha
B49042,Baixa,297.9,307.7,1517.0,44.4,67.0,0.0,Sem falha
B55460,Baixa,298.8,310.6,1602.0,39.1,211.0,0.0,Sem falha
B51551,Baixa,302.0,309.8,1480.0,40.0,199.0,0.0,Sem falha
B53282,Baixa,300.7,310.7,1442.0,43.2,49.0,0.0,Sem falha
B56084,Baixa,297.4,308.7,1584.0,38.2,154.0,0.0,Sem falha
B53070,Baixa,301.4,311.0,1634.0,32.6,155.0,0.0,Sem falha
A30274,Alta,296.1,306.9,1541.0,32.6,33.0,0.0,Sem falha
B53560,Baixa,300.2,309.8,1430.0,55.0,102.0,0.0,Sem falha
B47807,Baixa,298.4,310.1,1455.0,42.2,94.0,0.0,Sem falha
M18379,Média,301.9,310.9,1569.0,32.5,188.0,0.0,Sem falha
B51579,Baixa,302.3,310.1,1653.0,29.7,34.0,0.0,Sem falha
B47225,Baixa,298.8,309.1,1489.0,49.1,128.0,0.0,Sem falha
B56682,Baixa,299.3,310.2,1495.0,49.2,16.0,0.0,Sem falha
B51887,Baixa,303.5,311.8,1944.0,23.5,159.0,0.0,Sem falha
B52857,Baixa,302.3,311.8,1281.0,51.7,61.0,0.0,Sem falha
B49936,Baixa,299.7,309.2,1781.0,29.6,201.0,0.0,Sem falha
M21623,Média,301.4,310.8,1782.0,26.5,6.0,0.0,Sem falha
B50253,Baixa,300.1,309.1,1478.0,46.9,116.0,0.0,Sem falha
B52239,Baixa,303.9,312.8,1419.0,47.9,196.0,0.0,Sem falha
B55764,Baixa,297.4,307.9,1390.0,47.7,156.0,0.0,Sem falha
B54359,Baixa,300.2,310.1,1523.0,42.3,25.0,0.0,Sem falha
B55891,Baixa,297.1,308.5,1733.0,28.7,50.0,0.0,Sem falha
B54065,Baixa,300.8,311.2,1397.0,48.7,111.0,0.0,Sem falha
M19706,Média,303.3,311.8,1548.0,33.5,75.0,0.0,Sem falha
M16335,Média,298.4,309.5,1519.0,35.4,133.0,0.0,Sem falha
A31524,Alta,299.3,309.0,1508.0,35.0,70.0,0.0,Sem falha
M16560,Média,298.0,307.6,1844.0,23.8,44.0,0.0,Sem falha
B55542,Baixa,298.6,309.6,1353.0,62.5,9.0,0.0,Sem falha
B50661,Baixa,302.0,310.9,1663.0,31.5,81.0,0.0,Sem falha
A34496,Alta,304.1,313.2,1590.0,43.4,52.0,0.0,Sem falha
B49857,Baixa,299.8,309.5,1495.0,39.6,10.0,0.0,Sem falha
M23452,Média,297.5,308.0,1430.0,44.5,178.0,0.0,Sem falha
B54818,Baixa,300.5,311.5,1661.0,35.9,110.0,0.0,Sem falha
B53912,Baixa,301.7,311.0,1503.0,44.8,134.0,0.0,Sem falha
A37795,Alta,298.8,310.0,1530.0,38.3,53.0,0.0,Sem falha
M17657,Média,300.3,309.6,1398.0,53.7,82.0,0.0,Sem falha
B54699,Baixa,300.2,311.6,1999.0,21.0,19.0,0.0,Sem falha
B56584,Baixa,297.7,308.2,2007.0,19.3,181.0,0.0,Sem falha
B52934,Baixa,302.1,311.5,1727.0,27.7,50.0,0.0,Sem falha
M15570,Média,297.5,308.7,1697.0,28.1,107.0,0.0,Sem falha
B50665,Baixa,301.9,310.8,1427.0,47.7,92.0,0.0,Sem falha
B50408,Baixa,300.5,309.3,1475.0,46.8,94.0,0.0,Sem falha
B56213,Baixa,297.4,308.2,1386.0,41.0,35.0,0.0,Sem falha
M22376,Média,300.3,311.7,1236.0,57.5,12.0,0.0,Sem falha
B52484,Baixa,303.9,313.1,1425.0,49.3,199.0,0.0,Sem falha
B49438,Baixa,299.1,308.2,1319.0,60.3,36.0,0.0,Sem falha
B53981,Baixa,301.1,310.7,1334.0,48.2,106.0,0.0,Sem falha
M20138,Média,303.5,312.9,1618.0,30.4,130.0,0.0,Sem falha
B54045,Baixa,301.1,311.4,1531.0,38.7,55.0,0.0,Sem falha
A29607,Alta,298.2,308.4,1678.0,34.6,81.0,0.0,Sem falha
M21516,Média,301.4,310.4,1553.0,44.7,173.0,0.0,Sem falha
B54685,Baixa,300.5,311.9,1546.0,39.4,203.0,0.0,Sem falha
B47302,Baixa,299.0,308.8,1310.0,50.7,112.0,0.0,Sem falha
M22392,Média,300.0,311.3,1629.0,32.1,55.0,0.0,Sem falha
M23612,Média,297.4,308.5,1465.0,55.9,153.0,0.0,Sem falha
B55186,Baixa,300.9,312.1,1462.0,46.0,166.0,0.0,Sem falha
B52982,Baixa,301.4,310.8,1490.0,38.0,168.0,0.0,Sem falha
B50064,Baixa,300.6,309.6,1409.0,42.4,57.0,0.0,Sem falha
B55222,Baixa,300.8,311.9,1486.0,45.1,30.0,0.0,Sem falha
B48632,Baixa,299.0,310.3,1584.0,34.4,83.0,0.0,Sem falha
B51180,Baixa,302.1,311.2,1422.0,50.3,146.0,0.0,Sem falha
B56110,Baixa,297.4,308.4,1571.0,39.4,0.0,0.0,Sem falha
M17071,Média,299.6,309.0,1245.0,64.0,120.0,0.0,Sem falha
M20908,Média,300.9,311.0,1556.0,38.8,127.0,0.0,Sem falha
B52702,Baixa,302.6,311.9,1453.0,39.1,84.0,0.0,Sem falha
M17886,Média,300.4,309.5,1888.0,21.9,221.0,0.0,Sem falha
M22482,Média,300.6,311.6,1473.0,31.5,69.0,0.0,Sem falha
M16193,Média,299.0,310.3,1558.0,35.4,223.0,0.0,Sem falha
B56179,Baixa,297.1,307.9,1492.0,39.4,171.0,0.0,Sem falha
B56639,Baixa,298.4,309.1,1579.0,36.1,123.0,0.0,Sem falha
M15140,Média,298.1,308.1,1456.0,43.7,80.0,0.0,Sem falha
B54704,Baixa,300.2,311.5,1639.0,31.1,31.0,0.0,Sem falha
M21355,Média,300.6,309.8,1694.0,31.1,187.0,0.0,Sem falha
B54583,Baixa,299.8,310.8,1376.0,48.6,159.0,0.0,Sem falha
B56753,Baixa,299.7,310.9,1491.0,40.1,195.0,0.0,Sem falha
B56834,Baixa,299.1,310.0,1367.0,56.3,203.0,1.0,Sobrecarga
B55522,Baixa,298.7,309.7,1510.0,40.6,162.0,0.0,Sem falha
A29432,Alta,298.8,309.2,1306.0,54.5,50.0,0.0,Sem falha
A37926,Alta,298.3,309.6,1546.0,36.2,177.0,0.0,Sem falha
M18791,Média,302.7,311.7,1784.0,25.1,177.0,0.0,Sem falha
M15065,Média,298.5,308.6,1344.0,53.0,114.0,0.0,Sem falha
B48676,Baixa,298.0,308.7,1268.0,69.4,189.0,1.0,Falha por potência
B48849,Baixa,298.2,307.9,1544.0,31.4,192.0,0.0,Sem falha
B53361,Baixa,301.0,310.8,1975.0,19.7,17.0,0.0,Sem falha
B54253,Baixa,300.7,310.6,1491.0,43.2,187.0,0.0,Sem falha
B47534,Baixa,297.6,308.3,1658.0,34.3,59.0,0.0,Sem falha
M15774,Média,295.4,305.9,1518.0,40.6,178.0,0.0,Sem falha
M23102,Média,299.0,310.3,1689.0,29.7,101.0,0.0,Sem falha
B50944,Baixa,302.4,311.0,1329.0,54.6,176.0,0.0,Sem falha
B54319,Baixa,300.6,310.1,1495.0,42.3,132.0,0.0,Sem falha
A38289,Alta,298.1,309.3,1332.0,51.0,72.0,0.0,Sem falha
B54946,Baixa,300.3,311.4,1318.0,52.7,13.0,0.0,Sem falha
A36182,Alta,301.3,310.8,1434.0,39.5,18.0,0.0,Sem falha
M15219,Média,297.6,308.3,1567.0,34.6,71.0,0.0,Sem falha
B55909,Baixa,297.3,308.7,1352.0,53.8,91.0,0.0,Sem falha
B52639,Baixa,303.1,312.5,1453.0,49.1,140.0,0.0,Sem falha
B50827,Baixa,302.2,311.5,1427.0,43.8,88.0,0.0,Sem falha
B48803,Baixa,297.7,307.6,1921.0,22.9,68.0,0.0,Sem falha
A32698,Alta,301.2,309.9,1362.0,50.7,25.0,0.0,Sem falha
B53339,Baixa,301.0,311.0,1399.0,58.0,190.0,1.0,Sobrecarga
B49065,Baixa,298.0,307.6,1683.0,32.8,122.0,0.0,Sem falha
B53201,Baixa,300.7,310.8,1814.0,21.4,59.0,0.0,Sem falha
B48248,Baixa,296.8,307.8,1394.0,47.7,155.0,0.0,Sem falha
B51789,Baixa,303.0,311.2,1456.0,44.0,142.0,0.0,Sem falha
M20770,Média,300.8,310.3,1458.0,43.4,0.0,0.0,Sem falha
B55622,Baixa,298.6,310.0,1517.0,39.0,4.0,0.0,Sem falha
B56644,Baixa,298.6,309.4,1440.0,48.2,136.0,0.0,Sem falha
B54913,Baixa,300.6,312.0,1481.0,40.9,132.0,0.0,Sem falha
B52534,Baixa,303.4,312.6,1462.0,37.5,118.0,0.0,Sem falha
B52618,Baixa,302.9,312.5,1683.0,32.1,85.0,0.0,Sem falha
B55465,Baixa,298.9,310.6,1387.0,52.7,2.0,0.0,Sem falha
B50111,Baixa,300.8,309.7,1373.0,45.4,179.0,0.0,Sem falha
B55145,Baixa,301.1,312.3,1464.0,35.3,65.0,0.0,Sem falha
B50224,Baixa,300.2,309.4,1981.0,21.4,44.0,0.0,Sem falha
B47319,Baixa,298.8,308.6,1268.0,55.8,155.0,0.0,Sem falha
M20233,Média,302.9,312.3,1809.0,25.0,180.0,0.0,Sem falha
B52180,Baixa,303.7,312.8,1832.0,23.6,35.0,0.0,Sem falha
B51277,Baixa,301.9,310.4,1518.0,34.1,155.0,0.0,Sem falha
B54128,Baixa,300.7,311.2,1457.0,51.4,61.0,0.0,Sem falha
B47561,Baixa,297.5,308.5,1546.0,40.4,129.0,0.0,Sem falha
B49712,Baixa,298.9,308.7,1389.0,44.9,69.0,0.0,Sem falha
B50458,Baixa,301.3,310.0,1506.0,40.8,11.0,0.0,Sem falha
B48238,Baixa,296.7,307.8,1605.0,31.3,128.0,0.0,Sem falha
M16911,Média,299.4,309.2,1470.0,44.4,135.0,0.0,Sem falha
B48219,Baixa,296.7,307.7,1524.0,36.8,82.0,0.0,Sem falha
M15054,Média,298.2,308.5,2678.0,10.7,86.0,1.0,Falha por potência
B54556,Baixa,299.5,310.0,1481.0,43.1,90.0,0.0,Sem falha
B48973,Baixa,298.1,307.8,1761.0,28.2,76.0,0.0,Sem falha
A32804,Alta,301.5,310.7,1599.0,40.4,72.0,0.0,Sem falha
B56787,Baixa,298.9,310.1,1571.0,36.8,78.0,0.0,Sem falha
B47499,Baixa,297.8,308.4,1612.0,32.1,183.0,0.0,Sem falha
B55099,Baixa,300.8,312.0,1496.0,40.0,175.0,0.0,Sem falha
M17181,Média,299.2,308.8,1314.0,52.5,193.0,0.0,Sem falha
B54034,Baixa,301.0,311.2,1511.0,42.9,26.0,0.0,Sem falha
A37719,Alta,298.8,310.1,1380.0,44.0,56.0,0.0,Sem falha
M18060,Média,300.1,309.2,1454.0,44.4,19.0,0.0,Sem falha
B55926,Baixa,297.3,308.5,1528.0,44.5,140.0,0.0,Sem falha
A30617,Alta,297.0,308.1,1410.0,47.6,79.0,0.0,Sem falha
A31603,Alta,299.7,309.2,1554.0,41.6,62.0,0.0,Sem falha
A30447,Alta,296.4,307.5,1556.0,38.0,62.0,0.0,Sem falha
B47349,Baixa,298.4,308.3,1318.0,59.1,22.0,0.0,Sem falha
M24381,Média,298.9,310.1,1484.0,40.4,61.0,0.0,Sem falha
B51358,Baixa,302.5,310.9,1624.0,34.4,146.0,0.0,Sem falha
M17418,Média,299.2,309.0,1881.0,23.9,137.0,0.0,Sem falha
M18462,Média,301.7,310.6,1417.0,45.2,185.0,0.0,Sem falha
B48700,Baixa,298.3,309.1,1472.0,40.1,31.0,0.0,Sem falha
M21605,Média,301.8,311.1,1395.0,44.6,171.0,0.0,Sem falha
B54813,Baixa,300.4,311.5,1441.0,44.6,96.0,0.0,Sem falha
M21780,Média,301.2,311.6,1423.0,48.0,199.0,0.0,Sem falha
B47551,Baixa,297.5,308.4,1604.0,38.1,106.0,0.0,Sem falha
B49523,Baixa,299.1,308.3,1305.0,61.4,17.0,0.0,Sem falha
M24717,Média,298.6,309.5,1366.0,55.0,65.0,0.0,Sem falha
B47782,Baixa,297.9,309.8,2000.0,21.3,29.0,0.0,Sem falha
B48231,Baixa,296.6,307.7,1556.0,37.7,110.0,0.0,Sem falha
M19804,Média,303.6,312.7,1765.0,27.5,115.0,0.0,Sem falha
B51658,Baixa,302.5,310.2,1477.0,41.6,16.0,0.0,Sem falha
B55372,Baixa,299.6,310.9,1229.0,65.2,209.0,1.0,Sobrecarga
A30774,Alta,298.8,310.2,1707.0,27.6,56.0,0.0,Sem falha
B48477,Baixa,298.8,309.9,1428.0,42.4,132.0,0.0,Sem falha
M17739,Média,300.6,309.4,1367.0,63.2,45.0,1.0,Falha por potência
B54665,Baixa,300.3,311.6,1595.0,38.8,154.0,0.0,Sem falha
B48324,Baixa,297.0,307.9,1296.0,69.1,153.0,1.0,Falha por potência
B56091,Baixa,297.1,308.3,1773.0,23.8,169.0,0.0,Sem falha
B48082,Baixa,295.6,306.1,1383.0,48.7,147.0,0.0,Sem falha
B52830,Baixa,302.5,312.0,1456.0,46.3,208.0,0.0,Sem falha
M20749,Média,301.4,311.0,1234.0,55.8,152.0,0.0,Sem falha
B48021,Baixa,296.6,307.5,1439.0,45.5,199.0,0.0,Sem falha
B49381,Baixa,299.8,309.0,1567.0,36.1,95.0,0.0,Sem falha
M19513,Média,303.1,311.1,1594.0,35.5,13.0,0.0,Sem falha
M17355,Média,299.1,308.8,1491.0,41.0,209.0,0.0,Sem falha
A34582,Alta,304.1,313.4,1696.0,29.6,65.0,0.0,Sem falha
B48858,Baixa,298.0,307.5,1644.0,32.8,215.0,0.0,Sem falha
B51830,Baixa,303.3,311.4,1658.0,30.5,7.0,0.0,Sem falha
B48815,Baixa,297.8,307.8,1383.0,56.5,98.0,0.0,Sem falha
A35426,Alta,300.8,310.9,1425.0,44.0,33.0,0.0,Sem falha
M23559,Média,297.3,308.7,1655.0,34.1,21.0,0.0,Sem falha
B57066,Baixa,298.8,309.6,1903.0,22.3,145.0,0.0,Sem falha
B53362,Baixa,301.0,310.8,1475.0,35.3,19.0,0.0,Sem falha
B48139,Baixa,295.8,306.5,1505.0,35.2,86.0,0.0,Sem falha
M23943,Média,297.2,307.9,1541.0,35.7,169.0,0.0,Sem falha
B49833,Baixa,299.9,309.5,1779.0,26.1,169.0,0.0,Sem falha
B50852,Baixa,302.3,311.6,1658.0,32.3,150.0,0.0,Sem falha
B53046,Baixa,301.5,311.1,1459.0,45.1,97.0,0.0,Sem falha
A39197,Alta,298.8,309.9,1466.0,44.6,66.0,0.0,Sem falha
B55148,Baixa,300.9,312.2,1811.0,23.2,72.0,0.0,Sem falha
M24161,Média,298.1,308.9,1459.0,50.3,115.0,0.0,Sem falha
B55779,Baixa,297.6,308.4,1460.0,40.3,195.0,0.0,Sem falha
B54675,Baixa,300.3,311.9,1609.0,34.0,177.0,0.0,Sem falha
B50924,Baixa,302.5,311.4,1409.0,53.1,126.0,0.0,Sem falha
M20697,Média,301.3,311.1,1834.0,25.4,22.0,0.0,Sem falha
B48046,Baixa,295.9,306.6,1678.0,26.7,53.0,0.0,Sem falha
B50204,Baixa,300.5,309.6,1465.0,41.6,217.0,0.0,Sem falha
B48932,Baixa,298.2,307.6,1492.0,37.2,178.0,0.0,Sem falha
B55732,Baixa,298.2,309.1,1467.0,44.5,80.0,0.0,Sem falha
B51324,Baixa,301.8,310.1,1738.0,28.0,58.0,0.0,Sem falha
A30802,Alta,298.9,310.1,1491.0,45.3,133.0,0.0,Sem falha
B47580,Baixa,297.4,308.5,2100.0,16.9,176.0,0.0,Sem falha
B51298,Baixa,302.0,310.6,1366.0,47.7,206.0,0.0,Sem falha
B52509,Baixa,303.7,313.0,1456.0,45.5,51.0,0.0,Sem falha
B53839,Baixa,301.3,310.3,1626.0,31.3,180.0,0.0,Sem falha
B53459,Baixa,301.3,310.8,1432.0,54.4,51.0,0.0,Sem falha
B49255,Baixa,299.5,309.4,1390.0,58.8,195.0,1.0,Sobrecarga
B54397,Baixa,299.9,309.8,1716.0,28.2,117.0,0.0,Sem falha
M20757,Média,301.0,310.7,1517.0,40.2,171.0,0.0,Sem falha
B47660,Baixa,297.4,309.0,1583.0,32.0,166.0,0.0,Sem falha
M18575,Média,302.4,311.4,1475.0,45.2,46.0,0.0,Sem falha
B51380,Baixa,302.5,311.1,1571.0,34.2,201.0,0.0,Sem falha
A32875,Alta,301.6,310.4,1330.0,49.5,30.0,0.0,Sem falha
B47585,Baixa,297.3,308.5,1350.0,57.6,186.0,0.0,Sem falha
A29552,Alta,298.8,308.6,1449.0,49.4,150.0,0.0,Sem falha
B51097,Baixa,302.6,311.7,1542.0,34.1,137.0,0.0,Sem falha
A36692,Alta,300.0,310.1,1714.0,28.7,55.0,0.0,Sem falha
M24042,Média,297.8,309.0,1576.0,45.0,17.0,0.0,Sem falha
B48270,Baixa,296.9,307.7,1464.0,41.4,6.0,0.0,Sem falha
B56302,Baixa,297.4,308.4,1580.0,41.2,66.0,0.0,Sem falha
A31906,Alta,299.0,308.8,1382.0,58.5,199.0,0.0,Sem falha
B49561,Baixa,299.1,308.2,1493.0,34.9,119.0,0.0,Sem falha
B52371,Baixa,304.0,313.2,1416.0,46.0,128.0,0.0,Sem falha
M15325,Média,297.3,308.6,1456.0,42.9,122.0,0.0,Sem falha
B52871,Baixa,302.4,311.8,1320.0,56.4,100.0,0.0,Sem falha
M23732,Média,297.9,309.1,1614.0,38.1,62.0,0.0,Sem falha
B49479,Baixa,299.4,308.7,1446.0,62.9,134.0,1.0,Falha por potência
M16049,Média,297.2,308.3,1794.0,27.5,38.0,0.0,Sem falha
M15803,Média,295.6,306.2,1477.0,45.0,40.0,0.0,Sem falha
M18840,Média,302.2,311.3,1375.0,47.0,98.0,0.0,Sem falha
B56833,Baixa,299.0,309.9,1373.0,55.7,201.0,1.0,Sobrecarga
B54674,Baixa,300.2,311.8,1436.0,48.2,175.0,0.0,Sem falha
B47407,Baixa,298.3,308.5,1539.0,36.1,168.0,0.0,Sem falha
M18595,Média,302.2,311.1,1434.0,58.6,102.0,0.0,Sem falha
B55806,Baixa,297.4,308.2,1402.0,49.7,41.0,0.0,Sem falha
B48339,Baixa,297.0,307.8,1609.0,35.6,193.0,0.0,Sem falha
B52954,Baixa,301.5,311.1,1602.0,34.3,100.0,0.0,Sem falha
B56008,Baixa,297.3,308.7,1587.0,35.8,148.0,0.0,Sem falha
M18065,Média,300.1,308.9,1548.0,38.4,31.0,0.0,Sem falha
A36284,Alta,301.0,311.3,1597.0,39.2,66.0,0.0,Sem falha
B50747,Baixa,301.8,310.5,1548.0,34.1,93.0,0.0,Sem falha
A35511,Alta,300.9,310.8,1477.0,38.4,31.0,0.0,Sem falha
M21799,Média,300.7,311.3,1348.0,53.0,35.0,0.0,Sem falha
B50891,Baixa,302.2,311.5,1543.0,38.5,37.0,0.0,Sem falha
M23010,Média,299.5,310.7,1424.0,41.3,101.0,0.0,Sem falha
M19154,Média,301.7,310.1,1743.0,27.3,210.0,0.0,Sem falha
M15919,Média,296.7,307.9,1874.0,21.3,130.0,0.0,Sem falha
M16349,Média,298.2,309.0,1723.0,26.6,168.0,0.0,Sem falha
B49265,Baixa,299.5,309.3,1462.0,46.7,7.0,0.0,Sem falha
A33160,Alta,302.5,311.3,1393.0,47.5,130.0,0.0,Sem falha
B56374,Baixa,297.9,308.9,1393.0,40.6,45.0,0.0,Sem falha
B51200,Baixa,302.1,311.0,1351.0,49.5,196.0,0.0,Sem falha
B56890,Baixa,299.1,310.1,1336.0,61.3,94.0,0.0,Sem falha
B55564,Baixa,298.8,309.7,1450.0,43.1,63.0,0.0,Sem falha
M23353,Média,298.3,309.5,1560.0,36.9,131.0,0.0,Sem falha
B52222,Baixa,304.1,313.2,1569.0,35.8,146.0,0.0,Sem falha
M22368,Média,300.5,311.9,1730.0,27.5,209.0,0.0,Sem falha
B55532,Baixa,298.6,309.6,1491.0,36.9,192.0,0.0,Sem falha
B48970,Baixa,298.2,307.9,1847.0,23.6,69.0,0.0,Sem falha
B48069,Baixa,295.6,306.1,1389.0,46.2,113.0,0.0,Sem falha
A30587,Alta,297.1,308.0,1559.0,38.8,229.0,0.0,Sem falha
B56949,Baixa,298.6,309.6,1386.0,48.6,25.0,0.0,Sem falha
B51117,Baixa,302.5,311.5,1802.0,26.4,192.0,0.0,Sem falha
B50498,Baixa,301.4,310.4,1436.0,49.7,108.0,0.0,Sem falha
M19202,Média,301.7,309.8,1284.0,68.2,111.0,1.0,Falha por potência
B54671,Baixa,300.4,311.8,1320.0,57.9,168.0,0.0,Sem falha
B55943,Baixa,297.5,308.8,1603.0,36.7,184.0,0.0,Sem falha
B56609,Baixa,298.2,308.8,1498.0,36.0,39.0,0.0,Sem falha
B53702,Baixa,301.1,310.1,1489.0,45.8,42.0,0.0,Sem falha
B52470,Baixa,303.9,313.3,1526.0,40.7,164.0,0.0,Sem falha
A30185,Alta,296.8,308.0,1311.0,58.6,19.0,0.0,Sem falha
A33112,Alta,302.2,311.3,1758.0,26.4,4.0,0.0,Sem falha
B50630,Baixa,301.6,310.6,1506.0,43.4,222.0,0.0,Sem falha
B55968,Baixa,297.4,308.5,1369.0,53.2,43.0,0.0,Sem falha
M19148,Média,301.7,310.0,1391.0,50.6,195.0,0.0,Sem falha
B50996,Baixa,302.1,310.6,1459.0,47.6,93.0,0.0,Sem falha
B48121,Baixa,295.6,306.2,1650.0,28.2,35.0,0.0,Sem falha
B51302,Baixa,302.2,310.6,1462.0,43.6,0.0,0.0,Sem falha
B55665,Baixa,298.4,309.5,1450.0,47.9,112.0,0.0,Sem falha
A32832,Alta,301.6,310.6,1555.0,40.4,139.0,0.0,Sem falha
B56369,Baixa,297.9,309.1,1595.0,32.0,32.0,0.0,Sem falha
M19847,Média,303.7,313.0,1303.0,54.4,2.0,0.0,Sem falha
B53387,Baixa,300.7,310.6,1447.0,40.7,82.0,0.0,Sem falha
A33815,Alta,302.2,310.0,1468.0,43.6,38.0,0.0,Sem falha
B48373,Baixa,297.1,308.2,1347.0,50.8,49.0,0.0,Sem falha
A30103,Alta,297.6,309.0,1354.0,55.6,46.0,0.0,Sem falha
M15288,Média,297.6,308.6,1595.0,36.9,25.0,0.0,Sem falha
B56493,Baixa,298.5,309.4,1418.0,45.1,148.0,0.0,Sem falha
M18153,Média,301.2,310.3,1357.0,54.5,49.0,0.0,Sem falha
B47821,Baixa,297.9,309.5,1390.0,47.9,127.0,0.0,Sem falha
A31534,Alta,299.2,308.8,1908.0,21.3,104.0,0.0,Sem falha
B48557,Baixa,298.8,310.2,1461.0,46.7,105.0,0.0,Sem falha
M22020,Média,300.2,310.1,1485.0,40.5,188.0,0.0,Sem falha
A32270,Alta,300.5,309.3,1471.0,45.2,223.0,0.0,Sem falha
M23501,Média,297.6,308.5,1360.0,48.6,77.0,0.0,Sem falha
